scenario_date,factor_id,factor_type,tenor_key,value
2023-01-06,EUR_ESTR,yield_curve,0.25,0.038123
2023-01-06,EUR_ESTR,yield_curve,0.5,0.037698
2023-01-06,EUR_ESTR,yield_curve,1.0,0.037971
2023-01-06,EUR_ESTR,yield_curve,2.0,0.037223
2023-01-06,EUR_ESTR,yield_curve,5.0,0.034163
2023-01-06,EUR_ESTR,yield_curve,10.0,0.028101
2023-01-06,EURUSD,fx_spot,spot,1.088753
2023-01-06,WTI,commodity,0.25,69.7667
2023-01-06,USD_SWAPTION,vol,1.0,0.249878
2023-01-09,USD_SOFR,yield_curve,0.25,0.052007
2023-01-09,USD_SOFR,yield_curve,0.5,0.053044
2023-01-09,USD_SOFR,yield_curve,1.0,0.051719
2023-01-09,USD_SOFR,yield_curve,2.0,0.046964
2023-01-09,USD_SOFR,yield_curve,5.0,0.04258
2023-01-09,USD_SOFR,yield_curve,10.0,0.043353
2023-01-09,EUR_ESTR,yield_curve,0.25,0.037426
2023-01-09,EUR_ESTR,yield_curve,0.5,0.037822
2023-01-09,EUR_ESTR,yield_curve,1.0,0.036936
2023-01-09,EUR_ESTR,yield_curve,2.0,0.035332
2023-01-09,EUR_ESTR,yield_curve,5.0,0.032936
2023-01-09,EUR_ESTR,yield_curve,10.0,0.028642
2023-01-09,EURUSD,fx_spot,spot,1.088519
2023-01-09,WTI,commodity,0.25,71.4041
2023-01-09,USD_SWAPTION,vol,1.0,0.231901
2023-01-10,USD_SOFR,yield_curve,0.25,0.052664
2023-01-10,USD_SOFR,yield_curve,0.5,0.053114
2023-01-10,USD_SOFR,yield_curve,1.0,0.05148
2023-01-10,USD_SOFR,yield_curve,2.0,0.047037
2023-01-10,USD_SOFR,yield_curve,5.0,0.04099
2023-01-10,USD_SOFR,yield_curve,10.0,0.043177
2023-01-10,EUR_ESTR,yield_curve,0.25,0.037444
2023-01-10,EUR_ESTR,yield_curve,0.5,0.037867
2023-01-10,EUR_ESTR,yield_curve,1.0,0.036169
2023-01-10,EUR_ESTR,yield_curve,2.0,0.034995
2023-01-10,EUR_ESTR,yield_curve,5.0,0.032179
2023-01-10,EUR_ESTR,yield_curve,10.0,0.028029
2023-01-10,EURUSD,fx_spot,spot,1.090666
2023-01-10,WTI,commodity,0.25,70.8367
2023-01-10,USD_SWAPTION,vol,1.0,0.247566
2023-01-11,USD_SOFR,yield_curve,0.25,0.052742
2023-01-11,USD_SOFR,yield_curve,0.5,0.053888
2023-01-11,USD_SOFR,yield_curve,1.0,0.050919
2023-01-11,USD_SOFR,yield_curve,2.0,0.046775
2023-01-11,USD_SOFR,yield_curve,5.0,0.040677
2023-01-11,USD_SOFR,yield_curve,10.0,0.042006
2023-01-11,EUR_ESTR,yield_curve,0.25,0.036846
2023-01-11,EUR_ESTR,yield_curve,0.5,0.036575
2023-01-11,EUR_ESTR,yield_curve,1.0,0.035922
2023-01-11,EUR_ESTR,yield_curve,2.0,0.034778
2023-01-11,EUR_ESTR,yield_curve,5.0,0.031069
2023-01-11,EUR_ESTR,yield_curve,10.0,0.026666
2023-01-11,EURUSD,fx_spot,spot,1.088423
2023-01-11,WTI,commodity,0.25,69.9842
2023-01-11,USD_SWAPTION,vol,1.0,0.244194
2023-01-12,USD_SOFR,yield_curve,0.25,0.053065
2023-01-12,USD_SOFR,yield_curve,0.5,0.055397
2023-01-12,USD_SOFR,yield_curve,1.0,0.051058
2023-01-12,USD_SOFR,yield_curve,2.0,0.046981
2023-01-12,USD_SOFR,yield_curve,5.0,0.040617
2023-01-12,USD_SOFR,yield_curve,10.0,0.040471
2023-01-12,EUR_ESTR,yield_curve,0.25,0.036792
2023-01-12,EUR_ESTR,yield_curve,0.5,0.036594
2023-01-12,EUR_ESTR,yield_curve,1.0,0.037536
2023-01-12,EUR_ESTR,yield_curve,2.0,0.034943
2023-01-12,EUR_ESTR,yield_curve,5.0,0.032239
2023-01-12,EUR_ESTR,yield_curve,10.0,0.027037
2023-01-12,EURUSD,fx_spot,spot,1.080791
2023-01-12,WTI,commodity,0.25,71.1839
2023-01-12,USD_SWAPTION,vol,1.0,0.24876
2023-01-13,USD_SOFR,yield_curve,0.25,0.053698
2023-01-13,USD_SOFR,yield_curve,0.5,0.05467
2023-01-13,USD_SOFR,yield_curve,1.0,0.05218
2023-01-13,USD_SOFR,yield_curve,2.0,0.04586
2023-01-13,USD_SOFR,yield_curve,5.0,0.041087
2023-01-13,USD_SOFR,yield_curve,10.0,0.042224
2023-01-13,EUR_ESTR,yield_curve,0.25,0.037336
2023-01-13,EUR_ESTR,yield_curve,0.5,0.037341
2023-01-13,EUR_ESTR,yield_curve,1.0,0.03724
2023-01-13,EUR_ESTR,yield_curve,2.0,0.035878
2023-01-13,EUR_ESTR,yield_curve,5.0,0.03225
2023-01-13,EUR_ESTR,yield_curve,10.0,0.028222
2023-01-13,EURUSD,fx_spot,spot,1.073902
2023-01-13,WTI,commodity,0.25,71.6896
2023-01-13,USD_SWAPTION,vol,1.0,0.240403
2023-01-16,USD_SOFR,yield_curve,0.25,0.054938
2023-01-16,USD_SOFR,yield_curve,0.5,0.054043
2023-01-16,USD_SOFR,yield_curve,1.0,0.051923
2023-01-16,USD_SOFR,yield_curve,2.0,0.04651
2023-01-16,USD_SOFR,yield_curve,5.0,0.040102
2023-01-16,USD_SOFR,yield_curve,10.0,0.042406
2023-01-16,EUR_ESTR,yield_curve,0.25,0.038457
2023-01-16,EUR_ESTR,yield_curve,0.5,0.036458
2023-01-16,EUR_ESTR,yield_curve,1.0,0.037034
2023-01-16,EUR_ESTR,yield_curve,2.0,0.036079
2023-01-16,EUR_ESTR,yield_curve,5.0,0.033392
2023-01-16,EUR_ESTR,yield_curve,10.0,0.027181
2023-01-16,EURUSD,fx_spot,spot,1.065394
2023-01-16,WTI,commodity,0.25,72.2509
2023-01-16,USD_SWAPTION,vol,1.0,0.246485
2023-01-17,USD_SOFR,yield_curve,0.25,0.055139
2023-01-17,USD_SOFR,yield_curve,0.5,0.05432
2023-01-17,USD_SOFR,yield_curve,1.0,0.051379
2023-01-17,USD_SOFR,yield_curve,2.0,0.046696
2023-01-17,USD_SOFR,yield_curve,5.0,0.040336
2023-01-17,USD_SOFR,yield_curve,10.0,0.041834
2023-01-17,EUR_ESTR,yield_curve,0.25,0.038248
2023-01-17,EUR_ESTR,yield_curve,0.5,0.037163
2023-01-17,EUR_ESTR,yield_curve,1.0,0.035664
2023-01-17,EUR_ESTR,yield_curve,2.0,0.035773
2023-01-17,EUR_ESTR,yield_curve,5.0,0.031794
2023-01-17,EUR_ESTR,yield_curve,10.0,0.027851
2023-01-17,EURUSD,fx_spot,spot,1.0728
2023-01-17,WTI,commodity,0.25,71.3615
2023-01-17,USD_SWAPTION,vol,1.0,0.249817
2023-01-18,USD_SOFR,yield_curve,0.25,0.055469
2023-01-18,USD_SOFR,yield_curve,0.5,0.054978
2023-01-18,USD_SOFR,yield_curve,1.0,0.052896
2023-01-18,USD_SOFR,yield_curve,2.0,0.0465
2023-01-18,USD_SOFR,yield_curve,5.0,0.039733
2023-01-18,USD_SOFR,yield_curve,10.0,0.041122
2023-01-18,EUR_ESTR,yield_curve,0.25,0.038157
2023-01-18,EUR_ESTR,yield_curve,0.5,0.03835
2023-01-18,EUR_ESTR,yield_curve,1.0,0.038101
2023-01-18,EUR_ESTR,yield_curve,2.0,0.037062
2023-01-18,EUR_ESTR,yield_curve,5.0,0.034393
2023-01-18,EUR_ESTR,yield_curve,10.0,0.028904
2023-01-18,EURUSD,fx_spot,spot,1.082156
2023-01-18,WTI,commodity,0.25,71.0782
2023-01-18,USD_SWAPTION,vol,1.0,0.258601
2023-01-19,USD_SOFR,yield_curve,0.25,0.055969
2023-01-19,USD_SOFR,yield_curve,0.5,0.054292
2023-01-19,USD_SOFR,yield_curve,1.0,0.052039
2023-01-19,USD_SOFR,yield_curve,2.0,0.046886
2023-01-19,USD_SOFR,yield_curve,5.0,0.039555
2023-01-19,USD_SOFR,yield_curve,10.0,0.041694
2023-01-19,EUR_ESTR,yield_curve,0.25,0.038073
2023-01-19,EUR_ESTR,yield_curve,0.5,0.037496
2023-01-19,EUR_ESTR,yield_curve,1.0,0.036531
2023-01-19,EUR_ESTR,yield_curve,2.0,0.035131
2023-01-19,EUR_ESTR,yield_curve,5.0,0.032772
2023-01-19,EUR_ESTR,yield_curve,10.0,0.028553
2023-01-19,EURUSD,fx_spot,spot,1.083546
2023-01-19,WTI,commodity,0.25,69.75
2023-01-19,USD_SWAPTION,vol,1.0,0.245866
2023-01-20,USD_SOFR,yield_curve,0.25,0.056278
2023-01-20,USD_SOFR,yield_curve,0.5,0.053585
2023-01-20,USD_SOFR,yield_curve,1.0,0.052162
2023-01-20,USD_SOFR,yield_curve,2.0,0.046932
2023-01-20,USD_SOFR,yield_curve,5.0,0.03864
2023-01-20,USD_SOFR,yield_curve,10.0,0.04198
2023-01-20,EUR_ESTR,yield_curve,0.25,0.038249
2023-01-20,EUR_ESTR,yield_curve,0.5,0.038312
2023-01-20,EUR_ESTR,yield_curve,1.0,0.037795
2023-01-20,EUR_ESTR,yield_curve,2.0,0.035336
2023-01-20,EUR_ESTR,yield_curve,5.0,0.0326
2023-01-20,EUR_ESTR,yield_curve,10.0,0.028471
2023-01-20,EURUSD,fx_spot,spot,1.086887
2023-01-20,WTI,commodity,0.25,70.2889
2023-01-20,USD_SWAPTION,vol,1.0,0.264264
2023-01-23,USD_SOFR,yield_curve,0.25,0.056734
2023-01-23,USD_SOFR,yield_curve,0.5,0.054494
2023-01-23,USD_SOFR,yield_curve,1.0,0.052926
2023-01-23,USD_SOFR,yield_curve,2.0,0.047454
2023-01-23,USD_SOFR,yield_curve,5.0,0.038388
2023-01-23,USD_SOFR,yield_curve,10.0,0.042587
2023-01-23,EUR_ESTR,yield_curve,0.25,0.038212
2023-01-23,EUR_ESTR,yield_curve,0.5,0.038284
2023-01-23,EUR_ESTR,yield_curve,1.0,0.037634
2023-01-23,EUR_ESTR,yield_curve,2.0,0.036975
2023-01-23,EUR_ESTR,yield_curve,5.0,0.035314
2023-01-23,EUR_ESTR,yield_curve,10.0,0.027805
2023-01-23,EURUSD,fx_spot,spot,1.091362
2023-01-23,WTI,commodity,0.25,68.5885
2023-01-23,USD_SWAPTION,vol,1.0,0.24264
2023-01-24,USD_SOFR,yield_curve,0.25,0.057605
2023-01-24,USD_SOFR,yield_curve,0.5,0.054545
2023-01-24,USD_SOFR,yield_curve,1.0,0.052063
2023-01-24,USD_SOFR,yield_curve,2.0,0.046881
2023-01-24,USD_SOFR,yield_curve,5.0,0.038932
2023-01-24,USD_SOFR,yield_curve,10.0,0.042003
2023-01-24,EUR_ESTR,yield_curve,0.25,0.037943
2023-01-24,EUR_ESTR,yield_curve,0.5,0.037591
2023-01-24,EUR_ESTR,yield_curve,1.0,0.036673
2023-01-24,EUR_ESTR,yield_curve,2.0,0.03735
2023-01-24,EUR_ESTR,yield_curve,5.0,0.033444
2023-01-24,EUR_ESTR,yield_curve,10.0,0.026848
2023-01-24,EURUSD,fx_spot,spot,1.092583
2023-01-24,WTI,commodity,0.25,67.9077
2023-01-24,USD_SWAPTION,vol,1.0,0.249262
2023-01-25,USD_SOFR,yield_curve,0.25,0.056971
2023-01-25,USD_SOFR,yield_curve,0.5,0.054453
2023-01-25,USD_SOFR,yield_curve,1.0,0.052467
2023-01-25,USD_SOFR,yield_curve,2.0,0.047574
2023-01-25,USD_SOFR,yield_curve,5.0,0.037972
2023-01-25,USD_SOFR,yield_curve,10.0,0.041735
2023-01-25,EUR_ESTR,yield_curve,0.25,0.037932
2023-01-25,EUR_ESTR,yield_curve,0.5,0.037575
2023-01-25,EUR_ESTR,yield_curve,1.0,0.038527
2023-01-25,EUR_ESTR,yield_curve,2.0,0.03671
2023-01-25,EUR_ESTR,yield_curve,5.0,0.032711
2023-01-25,EUR_ESTR,yield_curve,10.0,0.029018
2023-01-25,EURUSD,fx_spot,spot,1.106495
2023-01-25,WTI,commodity,0.25,68.9594
2023-01-25,USD_SWAPTION,vol,1.0,0.237403
2023-01-26,USD_SOFR,yield_curve,0.25,0.056584
2023-01-26,USD_SOFR,yield_curve,0.5,0.055467
2023-01-26,USD_SOFR,yield_curve,1.0,0.051901
2023-01-26,USD_SOFR,yield_curve,2.0,0.047929
2023-01-26,USD_SOFR,yield_curve,5.0,0.038591
2023-01-26,USD_SOFR,yield_curve,10.0,0.040994
2023-01-26,EUR_ESTR,yield_curve,0.25,0.037616
2023-01-26,EUR_ESTR,yield_curve,0.5,0.035457
2023-01-26,EUR_ESTR,yield_curve,1.0,0.036287
2023-01-26,EUR_ESTR,yield_curve,2.0,0.03575
2023-01-26,EUR_ESTR,yield_curve,5.0,0.032153
2023-01-26,EUR_ESTR,yield_curve,10.0,0.028881
2023-01-26,EURUSD,fx_spot,spot,1.097
2023-01-26,WTI,commodity,0.25,68.5042
2023-01-26,USD_SWAPTION,vol,1.0,0.245654
2023-01-27,USD_SOFR,yield_curve,0.25,0.057737
2023-01-27,USD_SOFR,yield_curve,0.5,0.054318
2023-01-27,USD_SOFR,yield_curve,1.0,0.052832
2023-01-27,USD_SOFR,yield_curve,2.0,0.047937
2023-01-27,USD_SOFR,yield_curve,5.0,0.037806
2023-01-27,USD_SOFR,yield_curve,10.0,0.041363
2023-01-27,EUR_ESTR,yield_curve,0.25,0.038701
2023-01-27,EUR_ESTR,yield_curve,0.5,0.037972
2023-01-27,EUR_ESTR,yield_curve,1.0,0.037874
2023-01-27,EUR_ESTR,yield_curve,2.0,0.036601
2023-01-27,EUR_ESTR,yield_curve,5.0,0.0339
2023-01-27,EUR_ESTR,yield_curve,10.0,0.029229
2023-01-27,EURUSD,fx_spot,spot,1.107439
2023-01-27,WTI,commodity,0.25,67.2322
2023-01-27,USD_SWAPTION,vol,1.0,0.255665
2023-01-30,USD_SOFR,yield_curve,0.25,0.056175
2023-01-30,USD_SOFR,yield_curve,0.5,0.054197
2023-01-30,USD_SOFR,yield_curve,1.0,0.053303
2023-01-30,USD_SOFR,yield_curve,2.0,0.048162
2023-01-30,USD_SOFR,yield_curve,5.0,0.037308
2023-01-30,USD_SOFR,yield_curve,10.0,0.041197
2023-01-30,EUR_ESTR,yield_curve,0.25,0.038757
2023-01-30,EUR_ESTR,yield_curve,0.5,0.038449
2023-01-30,EUR_ESTR,yield_curve,1.0,0.038812
2023-01-30,EUR_ESTR,yield_curve,2.0,0.037517
2023-01-30,EUR_ESTR,yield_curve,5.0,0.033887
2023-01-30,EUR_ESTR,yield_curve,10.0,0.029842
2023-01-30,EURUSD,fx_spot,spot,1.109481
2023-01-30,WTI,commodity,0.25,68.052
2023-01-30,USD_SWAPTION,vol,1.0,0.248148
2023-01-31,USD_SOFR,yield_curve,0.25,0.055512
2023-01-31,USD_SOFR,yield_curve,0.5,0.053749
2023-01-31,USD_SOFR,yield_curve,1.0,0.0539
2023-01-31,USD_SOFR,yield_curve,2.0,0.04865
2023-01-31,USD_SOFR,yield_curve,5.0,0.037291
2023-01-31,USD_SOFR,yield_curve,10.0,0.041291
2023-01-31,EUR_ESTR,yield_curve,0.25,0.040417
2023-01-31,EUR_ESTR,yield_curve,0.5,0.039045
2023-01-31,EUR_ESTR,yield_curve,1.0,0.039229
2023-01-31,EUR_ESTR,yield_curve,2.0,0.037779
2023-01-31,EUR_ESTR,yield_curve,5.0,0.03477
2023-01-31,EUR_ESTR,yield_curve,10.0,0.03056
2023-01-31,EURUSD,fx_spot,spot,1.114976
2023-01-31,WTI,commodity,0.25,68.8824
2023-01-31,USD_SWAPTION,vol,1.0,0.251527
2023-02-01,USD_SOFR,yield_curve,0.25,0.055529
2023-02-01,USD_SOFR,yield_curve,0.5,0.054294
2023-02-01,USD_SOFR,yield_curve,1.0,0.053652
2023-02-01,USD_SOFR,yield_curve,2.0,0.04891
2023-02-01,USD_SOFR,yield_curve,5.0,0.037187
2023-02-01,USD_SOFR,yield_curve,10.0,0.041368
2023-02-01,EUR_ESTR,yield_curve,0.25,0.039759
2023-02-01,EUR_ESTR,yield_curve,0.5,0.038661
2023-02-01,EUR_ESTR,yield_curve,1.0,0.039908
2023-02-01,EUR_ESTR,yield_curve,2.0,0.037049
2023-02-01,EUR_ESTR,yield_curve,5.0,0.033924
2023-02-01,EUR_ESTR,yield_curve,10.0,0.030347
2023-02-01,EURUSD,fx_spot,spot,1.120272
2023-02-01,WTI,commodity,0.25,69.5273
2023-02-01,USD_SWAPTION,vol,1.0,0.248142
2023-02-02,USD_SOFR,yield_curve,0.25,0.055519
2023-02-02,USD_SOFR,yield_curve,0.5,0.053576
2023-02-02,USD_SOFR,yield_curve,1.0,0.053713
2023-02-02,USD_SOFR,yield_curve,2.0,0.048368
2023-02-02,USD_SOFR,yield_curve,5.0,0.037967
2023-02-02,USD_SOFR,yield_curve,10.0,0.041251
2023-02-02,EUR_ESTR,yield_curve,0.25,0.038967
2023-02-02,EUR_ESTR,yield_curve,0.5,0.03902
2023-02-02,EUR_ESTR,yield_curve,1.0,0.038961
2023-02-02,EUR_ESTR,yield_curve,2.0,0.037375
2023-02-02,EUR_ESTR,yield_curve,5.0,0.034219
2023-02-02,EUR_ESTR,yield_curve,10.0,0.029859
2023-02-02,EURUSD,fx_spot,spot,1.121918
2023-02-02,WTI,commodity,0.25,68.9986
2023-02-02,USD_SWAPTION,vol,1.0,0.242645
2023-02-03,USD_SOFR,yield_curve,0.25,0.055705
2023-02-03,USD_SOFR,yield_curve,0.5,0.052418
2023-02-03,USD_SOFR,yield_curve,1.0,0.052587
2023-02-03,USD_SOFR,yield_curve,2.0,0.047793
2023-02-03,USD_SOFR,yield_curve,5.0,0.037796
2023-02-03,USD_SOFR,yield_curve,10.0,0.041499
2023-02-03,EUR_ESTR,yield_curve,0.25,0.039222
2023-02-03,EUR_ESTR,yield_curve,0.5,0.038601
2023-02-03,EUR_ESTR,yield_curve,1.0,0.037491
2023-02-03,EUR_ESTR,yield_curve,2.0,0.036575
2023-02-03,EUR_ESTR,yield_curve,5.0,0.032985
2023-02-03,EUR_ESTR,yield_curve,10.0,0.028576
2023-02-03,EURUSD,fx_spot,spot,1.119975
2023-02-03,WTI,commodity,0.25,69.3326
2023-02-03,USD_SWAPTION,vol,1.0,0.240864
2023-02-06,USD_SOFR,yield_curve,0.25,0.05612
2023-02-06,USD_SOFR,yield_curve,0.5,0.053644
2023-02-06,USD_SOFR,yield_curve,1.0,0.0525
2023-02-06,USD_SOFR,yield_curve,2.0,0.048114
2023-02-06,USD_SOFR,yield_curve,5.0,0.038348
2023-02-06,USD_SOFR,yield_curve,10.0,0.041178
2023-02-06,EUR_ESTR,yield_curve,0.25,0.038384
2023-02-06,EUR_ESTR,yield_curve,0.5,0.038007
2023-02-06,EUR_ESTR,yield_curve,1.0,0.037558
2023-02-06,EUR_ESTR,yield_curve,2.0,0.036036
2023-02-06,EUR_ESTR,yield_curve,5.0,0.033514
2023-02-06,EUR_ESTR,yield_curve,10.0,0.028799
2023-02-06,EURUSD,fx_spot,spot,1.129727
2023-02-06,WTI,commodity,0.25,70.3302
2023-02-06,USD_SWAPTION,vol,1.0,0.255766
2023-02-07,USD_SOFR,yield_curve,0.25,0.055506
2023-02-07,USD_SOFR,yield_curve,0.5,0.054342
2023-02-07,USD_SOFR,yield_curve,1.0,0.052646
2023-02-07,USD_SOFR,yield_curve,2.0,0.049866
2023-02-07,USD_SOFR,yield_curve,5.0,0.037702
2023-02-07,USD_SOFR,yield_curve,10.0,0.040507
2023-02-07,EUR_ESTR,yield_curve,0.25,0.038037
2023-02-07,EUR_ESTR,yield_curve,0.5,0.036872
2023-02-07,EUR_ESTR,yield_curve,1.0,0.037331
2023-02-07,EUR_ESTR,yield_curve,2.0,0.036191
2023-02-07,EUR_ESTR,yield_curve,5.0,0.033737
2023-02-07,EUR_ESTR,yield_curve,10.0,0.028852
2023-02-07,EURUSD,fx_spot,spot,1.142444
2023-02-07,WTI,commodity,0.25,71.3329
2023-02-07,USD_SWAPTION,vol,1.0,0.242115
2023-02-08,USD_SOFR,yield_curve,0.25,0.054788
2023-02-08,USD_SOFR,yield_curve,0.5,0.054736
2023-02-08,USD_SOFR,yield_curve,1.0,0.05159
2023-02-08,USD_SOFR,yield_curve,2.0,0.051331
2023-02-08,USD_SOFR,yield_curve,5.0,0.038645
2023-02-08,USD_SOFR,yield_curve,10.0,0.040131
2023-02-08,EUR_ESTR,yield_curve,0.25,0.036312
2023-02-08,EUR_ESTR,yield_curve,0.5,0.037903
2023-02-08,EUR_ESTR,yield_curve,1.0,0.036522
2023-02-08,EUR_ESTR,yield_curve,2.0,0.036333
2023-02-08,EUR_ESTR,yield_curve,5.0,0.031634
2023-02-08,EUR_ESTR,yield_curve,10.0,0.027231
2023-02-08,EURUSD,fx_spot,spot,1.14248
2023-02-08,WTI,commodity,0.25,71.3831
2023-02-08,USD_SWAPTION,vol,1.0,0.24275
2023-02-09,USD_SOFR,yield_curve,0.25,0.055286
2023-02-09,USD_SOFR,yield_curve,0.5,0.053881
2023-02-09,USD_SOFR,yield_curve,1.0,0.051476
2023-02-09,USD_SOFR,yield_curve,2.0,0.051428
2023-02-09,USD_SOFR,yield_curve,5.0,0.039057
2023-02-09,USD_SOFR,yield_curve,10.0,0.040701
2023-02-09,EUR_ESTR,yield_curve,0.25,0.036552
2023-02-09,EUR_ESTR,yield_curve,0.5,0.036056
2023-02-09,EUR_ESTR,yield_curve,1.0,0.037243
2023-02-09,EUR_ESTR,yield_curve,2.0,0.035676
2023-02-09,EUR_ESTR,yield_curve,5.0,0.032027
2023-02-09,EUR_ESTR,yield_curve,10.0,0.028407
2023-02-09,EURUSD,fx_spot,spot,1.143273
2023-02-09,WTI,commodity,0.25,72.6459
2023-02-09,USD_SWAPTION,vol,1.0,0.245338
2023-02-10,USD_SOFR,yield_curve,0.25,0.056935
2023-02-10,USD_SOFR,yield_curve,0.5,0.055286
2023-02-10,USD_SOFR,yield_curve,1.0,0.051277
2023-02-10,USD_SOFR,yield_curve,2.0,0.052205
2023-02-10,USD_SOFR,yield_curve,5.0,0.039573
2023-02-10,USD_SOFR,yield_curve,10.0,0.041795
2023-02-10,EUR_ESTR,yield_curve,0.25,0.036448
2023-02-10,EUR_ESTR,yield_curve,0.5,0.037189
2023-02-10,EUR_ESTR,yield_curve,1.0,0.036912
2023-02-10,EUR_ESTR,yield_curve,2.0,0.034222
2023-02-10,EUR_ESTR,yield_curve,5.0,0.031567
2023-02-10,EUR_ESTR,yield_curve,10.0,0.026054
2023-02-10,EURUSD,fx_spot,spot,1.141425
2023-02-10,WTI,commodity,0.25,73.4278
2023-02-10,USD_SWAPTION,vol,1.0,0.252512
2023-02-13,USD_SOFR,yield_curve,0.25,0.056994
2023-02-13,USD_SOFR,yield_curve,0.5,0.056589
2023-02-13,USD_SOFR,yield_curve,1.0,0.050173
2023-02-13,USD_SOFR,yield_curve,2.0,0.050842
2023-02-13,USD_SOFR,yield_curve,5.0,0.039529
2023-02-13,USD_SOFR,yield_curve,10.0,0.042103
2023-02-13,EUR_ESTR,yield_curve,0.25,0.035904
2023-02-13,EUR_ESTR,yield_curve,0.5,0.034433
2023-02-13,EUR_ESTR,yield_curve,1.0,0.03512
2023-02-13,EUR_ESTR,yield_curve,2.0,0.03339
2023-02-13,EUR_ESTR,yield_curve,5.0,0.031575
2023-02-13,EUR_ESTR,yield_curve,10.0,0.026393
2023-02-13,EURUSD,fx_spot,spot,1.134988
2023-02-13,WTI,commodity,0.25,72.8618
2023-02-13,USD_SWAPTION,vol,1.0,0.239704
2023-02-14,USD_SOFR,yield_curve,0.25,0.056944
2023-02-14,USD_SOFR,yield_curve,0.5,0.057353
2023-02-14,USD_SOFR,yield_curve,1.0,0.049385
2023-02-14,USD_SOFR,yield_curve,2.0,0.051246
2023-02-14,USD_SOFR,yield_curve,5.0,0.039105
2023-02-14,USD_SOFR,yield_curve,10.0,0.041468
2023-02-14,EUR_ESTR,yield_curve,0.25,0.03507
2023-02-14,EUR_ESTR,yield_curve,0.5,0.034263
2023-02-14,EUR_ESTR,yield_curve,1.0,0.034052
2023-02-14,EUR_ESTR,yield_curve,2.0,0.032666
2023-02-14,EUR_ESTR,yield_curve,5.0,0.031563
2023-02-14,EUR_ESTR,yield_curve,10.0,0.025406
2023-02-14,EURUSD,fx_spot,spot,1.130223
2023-02-14,WTI,commodity,0.25,73.0956
2023-02-14,USD_SWAPTION,vol,1.0,0.244438
2023-02-15,USD_SOFR,yield_curve,0.25,0.056767
2023-02-15,USD_SOFR,yield_curve,0.5,0.057844
2023-02-15,USD_SOFR,yield_curve,1.0,0.049991
2023-02-15,USD_SOFR,yield_curve,2.0,0.050821
